##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
peptide alpha-N-acetyltransferase activity	Gene Ontology	GO:0004596	1	10	0.529477083065	0.813275202974	ENSG00000156269	http://amigo.geneontology.org/amigo/term/GO:0004596
regulation of dopamine metabolic process	Gene Ontology	GO:0042053	1	10	0.529477083065	0.813275202974	ENSG00000142319	http://amigo.geneontology.org/amigo/term/GO:0042053
positive regulation of monocyte chemotactic protein-1 production	Gene Ontology	GO:0071639	1	10	0.529477083065	0.813275202974	ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0071639
ciliary transition fiber	Gene Ontology	GO:0097539	1	10	0.529477083065	0.813275202974	ENSG00000117724	http://amigo.geneontology.org/amigo/term/GO:0097539
regulation of Rac protein signal transduction	Gene Ontology	GO:0035020	1	10	0.529477083065	0.813275202974	ENSG00000058335	http://amigo.geneontology.org/amigo/term/GO:0035020
regulation of macrophage activation	Gene Ontology	GO:0043030	1	10	0.529477083065	0.813275202974	ENSG00000104899	http://amigo.geneontology.org/amigo/term/GO:0043030
ammonium transmembrane transporter activity	Gene Ontology	GO:0008519	1	10	0.529477083065	0.813275202974	ENSG00000132677	http://amigo.geneontology.org/amigo/term/GO:0008519
histone H3-K9 methylation	Gene Ontology	GO:0051567	1	10	0.529477083065	0.813275202974	ENSG00000164256	http://amigo.geneontology.org/amigo/term/GO:0051567
nuclear envelope lumen	Gene Ontology	GO:0005641	1	10	0.529477083065	0.813275202974	ENSG00000148344	http://amigo.geneontology.org/amigo/term/GO:0005641
iron-sulfur cluster binding	Gene Ontology	GO:0051536	1	10	0.529477083065	0.813275202974	ENSG00000090889	http://amigo.geneontology.org/amigo/term/GO:0051536
regulation of dendritic spine development	Gene Ontology	GO:0060998	1	10	0.529477083065	0.813275202974	ENSG00000130294	http://amigo.geneontology.org/amigo/term/GO:0060998
response to salt stress	Gene Ontology	GO:0009651	1	10	0.529477083065	0.813275202974	ENSG00000100739	http://amigo.geneontology.org/amigo/term/GO:0009651
insulin receptor substrate binding	Gene Ontology	GO:0043560	1	10	0.529477083065	0.813275202974	ENSG00000027644	http://amigo.geneontology.org/amigo/term/GO:0043560
juxtaparanode region of axon	Gene Ontology	GO:0044224	1	10	0.529477083065	0.813275202974	ENSG00000111262	http://amigo.geneontology.org/amigo/term/GO:0044224
cAMP biosynthetic process	Gene Ontology	GO:0006171	1	10	0.529477083065	0.813275202974	ENSG00000155897	http://amigo.geneontology.org/amigo/term/GO:0006171
negative regulation of astrocyte differentiation	Gene Ontology	GO:0048712	1	10	0.529477083065	0.813275202974	ENSG00000015413	http://amigo.geneontology.org/amigo/term/GO:0048712
IgG binding	Gene Ontology	GO:0019864	1	10	0.529477083065	0.813275202974	ENSG00000159763	http://amigo.geneontology.org/amigo/term/GO:0019864
stem cell proliferation	Gene Ontology	GO:0072089	1	10	0.529477083065	0.813275202974	ENSG00000206557	http://amigo.geneontology.org/amigo/term/GO:0072089
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	Gene Ontology	GO:1902237	1	10	0.529477083065	0.813275202974	ENSG00000165188	http://amigo.geneontology.org/amigo/term/GO:1902237
negative regulation of potassium ion transport	Gene Ontology	GO:0043267	1	10	0.529477083065	0.813275202974	ENSG00000077522	http://amigo.geneontology.org/amigo/term/GO:0043267
negative regulation of macrophage activation	Gene Ontology	GO:0043031	1	10	0.529477083065	0.813275202974	ENSG00000164509	http://amigo.geneontology.org/amigo/term/GO:0043031
negative regulation of circadian rhythm	Gene Ontology	GO:0042754	1	10	0.529477083065	0.813275202974	ENSG00000166049	http://amigo.geneontology.org/amigo/term/GO:0042754
organic cation transport	Gene Ontology	GO:0015695	1	10	0.529477083065	0.813275202974	ENSG00000187714	http://amigo.geneontology.org/amigo/term/GO:0015695
phospholipid scramblase activity	Gene Ontology	GO:0017128	1	10	0.529477083065	0.813275202974	ENSG00000231213	http://amigo.geneontology.org/amigo/term/GO:0017128
positive regulation of cell-cell adhesion mediated by cadherin	Gene Ontology	GO:2000049	1	10	0.529477083065	0.813275202974	ENSG00000154342	http://amigo.geneontology.org/amigo/term/GO:2000049
adenylate cyclase activity	Gene Ontology	GO:0004016	1	10	0.529477083065	0.813275202974	ENSG00000155897	http://amigo.geneontology.org/amigo/term/GO:0004016
spermatid nucleus differentiation	Gene Ontology	GO:0007289	1	10	0.529477083065	0.813275202974	ENSG00000118245	http://amigo.geneontology.org/amigo/term/GO:0007289
peristalsis	Gene Ontology	GO:0030432	1	10	0.529477083065	0.813275202974	ENSG00000187848	http://amigo.geneontology.org/amigo/term/GO:0030432
regulation of synapse assembly	Gene Ontology	GO:0051963	1	10	0.529477083065	0.813275202974	ENSG00000176884	http://amigo.geneontology.org/amigo/term/GO:0051963
chondroitin sulfate binding	Gene Ontology	GO:0035374	1	10	0.529477083065	0.813275202974	ENSG00000110492	http://amigo.geneontology.org/amigo/term/GO:0035374
negative regulation of histone acetylation	Gene Ontology	GO:0035067	1	10	0.529477083065	0.813275202974	ENSG00000170786	http://amigo.geneontology.org/amigo/term/GO:0035067
regulation of protein localization to cell surface	Gene Ontology	GO:2000008	1	10	0.529477083065	0.813275202974	ENSG00000138798	http://amigo.geneontology.org/amigo/term/GO:2000008
protein tyrosine kinase activator activity	Gene Ontology	GO:0030296	1	10	0.529477083065	0.813275202974	ENSG00000168959	http://amigo.geneontology.org/amigo/term/GO:0030296
negative regulation of appetite	Gene Ontology	GO:0032099	1	10	0.529477083065	0.813275202974	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0032099
negative regulation of heart rate	Gene Ontology	GO:0010459	1	10	0.529477083065	0.813275202974	ENSG00000180772	http://amigo.geneontology.org/amigo/term/GO:0010459
cellular response to brain-derived neurotrophic factor stimulus	Gene Ontology	GO:1990416	1	10	0.529477083065	0.813275202974	ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:1990416
regulation of epidermal growth factor receptor signaling pathway	Gene Ontology	GO:0042058	1	10	0.529477083065	0.813275202974	ENSG00000140945	http://amigo.geneontology.org/amigo/term/GO:0042058
ear development	Gene Ontology	GO:0043583	1	10	0.529477083065	0.813275202974	ENSG00000137868	http://amigo.geneontology.org/amigo/term/GO:0043583
divalent metal ion transport	Gene Ontology	GO:0070838	1	10	0.529477083065	0.813275202974	ENSG00000070985	http://amigo.geneontology.org/amigo/term/GO:0070838
basement membrane assembly	Gene Ontology	GO:0070831	1	10	0.529477083065	0.813275202974	ENSG00000091128	http://amigo.geneontology.org/amigo/term/GO:0070831
regulation of neurotransmitter receptor activity	Gene Ontology	GO:0099601	1	10	0.529477083065	0.813275202974	ENSG00000167653	http://amigo.geneontology.org/amigo/term/GO:0099601
integral component of mitochondrial membrane	Gene Ontology	GO:0032592	1	10	0.529477083065	0.813275202974	ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0032592
response to selenium ion	Gene Ontology	GO:0010269	1	10	0.529477083065	0.813275202974	ENSG00000159224	http://amigo.geneontology.org/amigo/term/GO:0010269
cellular response to X-ray	Gene Ontology	GO:0071481	1	10	0.529477083065	0.813275202974	ENSG00000105697	http://amigo.geneontology.org/amigo/term/GO:0071481
regulation of immune system process	Gene Ontology	GO:0002682	1	10	0.529477083065	0.813275202974	ENSG00000159763	http://amigo.geneontology.org/amigo/term/GO:0002682
dipeptidyl-peptidase activity	Gene Ontology	GO:0008239	1	10	0.529477083065	0.813275202974	ENSG00000170835	http://amigo.geneontology.org/amigo/term/GO:0008239
negative regulation of MAP kinase activity	Gene Ontology	GO:0043407	3	39	0.532718438197	0.817329682098	ENSG00000101144|ENSG00000154277|ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0043407
frizzled binding	Gene Ontology	GO:0005109	3	39	0.532718438197	0.817329682098	ENSG00000154342|ENSG00000164932|ENSG00000115596	http://amigo.geneontology.org/amigo/term/GO:0005109
transporter activity	Gene Ontology	GO:0005215	3	39	0.532718438197	0.817329682098	ENSG00000104044|ENSG00000079112|ENSG00000178773	http://amigo.geneontology.org/amigo/term/GO:0005215
nuclear matrix	Gene Ontology	GO:0016363	8	111	0.53489798702	0.820364808847	ENSG00000090889|ENSG00000106128|ENSG00000244234|ENSG00000015413|ENSG00000203760|ENSG00000197299|ENSG00000276043|ENSG00000117724	http://amigo.geneontology.org/amigo/term/GO:0016363
positive regulation of tyrosine phosphorylation of STAT protein	Gene Ontology	GO:0042531	5	68	0.535426608237	0.820557889645	ENSG00000164509|ENSG00000006016|ENSG00000016082|ENSG00000136487|ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0042531
electron transport chain	Gene Ontology	GO:0022900	5	68	0.535426608237	0.820557889645	ENSG00000187581|ENSG00000137869|ENSG00000170516|ENSG00000086991|ENSG00000185633	http://amigo.geneontology.org/amigo/term/GO:0022900
protein kinase C binding	Gene Ontology	GO:0005080	4	54	0.54095807909	0.821703663527	ENSG00000244122|ENSG00000131747|ENSG00000242515|ENSG00000165973	http://amigo.geneontology.org/amigo/term/GO:0005080
response to mechanical stimulus	Gene Ontology	GO:0009612	4	54	0.54095807909	0.821703663527	ENSG00000082482|ENSG00000167941|ENSG00000100739|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0009612
positive regulation of protein-containing complex assembly	Gene Ontology	GO:0031334	4	54	0.54095807909	0.821703663527	ENSG00000167513|ENSG00000135116|ENSG00000159259|ENSG00000196611	http://amigo.geneontology.org/amigo/term/GO:0031334
iron ion binding	Gene Ontology	GO:0005506	9	126	0.541131212398	0.821703663527	ENSG00000179593|ENSG00000137869|ENSG00000179142|ENSG00000073067|ENSG00000148346|ENSG00000019186|ENSG00000095596|ENSG00000132446|ENSG00000148795	http://amigo.geneontology.org/amigo/term/GO:0005506
establishment of skin barrier	Gene Ontology	GO:0061436	2	25	0.541833160346	0.821703663527	ENSG00000144452|ENSG00000175793	http://amigo.geneontology.org/amigo/term/GO:0061436
cellular amino acid biosynthetic process	Gene Ontology	GO:0008652	2	25	0.541833160346	0.821703663527	ENSG00000185818|ENSG00000183010	http://amigo.geneontology.org/amigo/term/GO:0008652
phosphatidylethanolamine acyl-chain remodeling	Gene Ontology	GO:0036152	2	25	0.541833160346	0.821703663527	ENSG00000168907|ENSG00000188784	http://amigo.geneontology.org/amigo/term/GO:0036152
negative regulation of peptidyl-serine phosphorylation	Gene Ontology	GO:0033137	2	25	0.541833160346	0.821703663527	ENSG00000107984|ENSG00000100739	http://amigo.geneontology.org/amigo/term/GO:0033137
posttranscriptional regulation of gene expression	Gene Ontology	GO:0010608	2	25	0.541833160346	0.821703663527	ENSG00000206557|ENSG00000188613	http://amigo.geneontology.org/amigo/term/GO:0010608
glycosaminoglycan catabolic process	Gene Ontology	GO:0006027	2	25	0.541833160346	0.821703663527	ENSG00000172987|ENSG00000147257	http://amigo.geneontology.org/amigo/term/GO:0006027
sperm principal piece	Gene Ontology	GO:0097228	2	25	0.541833160346	0.821703663527	ENSG00000154040|ENSG00000077327	http://amigo.geneontology.org/amigo/term/GO:0097228
positive regulation of focal adhesion assembly	Gene Ontology	GO:0051894	2	25	0.541833160346	0.821703663527	ENSG00000154096|ENSG00000165973	http://amigo.geneontology.org/amigo/term/GO:0051894
cellular response to interleukin-4	Gene Ontology	GO:0071353	2	25	0.541833160346	0.821703663527	ENSG00000138795|ENSG00000073111	http://amigo.geneontology.org/amigo/term/GO:0071353
dynein complex	Gene Ontology	GO:0030286	2	25	0.541833160346	0.821703663527	ENSG00000158486|ENSG00000174844	http://amigo.geneontology.org/amigo/term/GO:0030286
perikaryon	Gene Ontology	GO:0043204	11	155	0.543837479754	0.821703663527	ENSG00000164418|ENSG00000172020|ENSG00000145920|ENSG00000054356|ENSG00000169862|ENSG00000111262|ENSG00000147571|ENSG00000136943|ENSG00000145708|ENSG00000155980|ENSG00000166006	http://amigo.geneontology.org/amigo/term/GO:0043204
photoreceptor connecting cilium	Gene Ontology	GO:0032391	3	40	0.548866261674	0.821703663527	ENSG00000177143|ENSG00000006611|ENSG00000182040	http://amigo.geneontology.org/amigo/term/GO:0032391
polysome	Gene Ontology	GO:0005844	3	40	0.548866261674	0.821703663527	ENSG00000165496|ENSG00000135097|ENSG00000131914	http://amigo.geneontology.org/amigo/term/GO:0005844
negative regulation of signal transduction	Gene Ontology	GO:0009968	3	40	0.548866261674	0.821703663527	ENSG00000186326|ENSG00000145358|ENSG00000147509	http://amigo.geneontology.org/amigo/term/GO:0009968
positive regulation of protein tyrosine kinase activity	Gene Ontology	GO:0061098	3	40	0.548866261674	0.821703663527	ENSG00000168959|ENSG00000154342|ENSG00000086991	http://amigo.geneontology.org/amigo/term/GO:0061098
ovarian follicle development	Gene Ontology	GO:0001541	3	40	0.548866261674	0.821703663527	ENSG00000100206|ENSG00000183770|ENSG00000123999	http://amigo.geneontology.org/amigo/term/GO:0001541
transferase activity	Gene Ontology	GO:0016740	3	40	0.548866261674	0.821703663527	ENSG00000221926|ENSG00000183654|ENSG00000179455	http://amigo.geneontology.org/amigo/term/GO:0016740
mRNA transport	Gene Ontology	GO:0051028	3	40	0.548866261674	0.821703663527	ENSG00000159217|ENSG00000136231|ENSG00000102021	http://amigo.geneontology.org/amigo/term/GO:0051028
transport across blood-brain barrier	Gene Ontology	GO:0150104	6	84	0.553563442069	0.821703663527	ENSG00000139155|ENSG00000165349|ENSG00000149452|ENSG00000105641|ENSG00000114923|ENSG00000197106	http://amigo.geneontology.org/amigo/term/GO:0150104
multicellular organism growth	Gene Ontology	GO:0035264	6	84	0.553563442069	0.821703663527	ENSG00000178235|ENSG00000186051|ENSG00000105664|ENSG00000123473|ENSG00000163064|ENSG00000196584	http://amigo.geneontology.org/amigo/term/GO:0035264
phosphatase activity	Gene Ontology	GO:0016791	4	55	0.554673998	0.821703663527	ENSG00000117598|ENSG00000117600|ENSG00000079393|ENSG00000142513	http://amigo.geneontology.org/amigo/term/GO:0016791
positive regulation of protein localization to plasma membrane	Gene Ontology	GO:1903078	4	55	0.554673998	0.821703663527	ENSG00000154342|ENSG00000141750|ENSG00000133216|ENSG00000106541	http://amigo.geneontology.org/amigo/term/GO:1903078
positive regulation of interleukin-1 beta production	Gene Ontology	GO:0032731	4	55	0.554673998	0.821703663527	ENSG00000221926|ENSG00000163362|ENSG00000016082|ENSG00000169900	http://amigo.geneontology.org/amigo/term/GO:0032731
copper ion binding	Gene Ontology	GO:0005507	4	55	0.554673998	0.821703663527	ENSG00000077498|ENSG00000110244|ENSG00000087250|ENSG00000171864	http://amigo.geneontology.org/amigo/term/GO:0005507
phosphorylation	Gene Ontology	GO:0016310	7	99	0.558809575686	0.821703663527	ENSG00000223572|ENSG00000077009|ENSG00000131730|ENSG00000167900|ENSG00000133216|ENSG00000170950|ENSG00000229937	http://amigo.geneontology.org/amigo/term/GO:0016310
cell cycle arrest	Gene Ontology	GO:0007050	9	128	0.559149102935	0.821703663527	ENSG00000181449|ENSG00000123999|ENSG00000147889|ENSG00000177519|ENSG00000078900|ENSG00000100526|ENSG00000162670|ENSG00000068489|ENSG00000123080	http://amigo.geneontology.org/amigo/term/GO:0007050
fat cell differentiation	Gene Ontology	GO:0045444	5	70	0.559829675477	0.821703663527	ENSG00000082196|ENSG00000149948|ENSG00000095752|ENSG00000008196|ENSG00000266524	http://amigo.geneontology.org/amigo/term/GO:0045444
positive regulation of protein binding	Gene Ontology	GO:0032092	5	70	0.559829675477	0.821703663527	ENSG00000115263|ENSG00000154342|ENSG00000164362|ENSG00000163554|ENSG00000164932	http://amigo.geneontology.org/amigo/term/GO:0032092
microvillus	Gene Ontology	GO:0005902	5	70	0.559829675477	0.821703663527	ENSG00000161798|ENSG00000155816|ENSG00000006611|ENSG00000166866|ENSG00000136943	http://amigo.geneontology.org/amigo/term/GO:0005902
positive regulation of leukocyte migration	Gene Ontology	GO:0002687	1	11	0.560651918916	0.821703663527	ENSG00000100739	http://amigo.geneontology.org/amigo/term/GO:0002687
positive regulation of histone deacetylation	Gene Ontology	GO:0031065	1	11	0.560651918916	0.821703663527	ENSG00000170786	http://amigo.geneontology.org/amigo/term/GO:0031065
retrograde axonal transport	Gene Ontology	GO:0008090	1	11	0.560651918916	0.821703663527	ENSG00000277586	http://amigo.geneontology.org/amigo/term/GO:0008090
T cell chemotaxis	Gene Ontology	GO:0010818	1	11	0.560651918916	0.821703663527	ENSG00000006606	http://amigo.geneontology.org/amigo/term/GO:0010818
glucose 6-phosphate metabolic process	Gene Ontology	GO:0051156	1	11	0.560651918916	0.821703663527	ENSG00000160211	http://amigo.geneontology.org/amigo/term/GO:0051156
DNA catabolic process, endonucleolytic	Gene Ontology	GO:0000737	1	11	0.560651918916	0.821703663527	ENSG00000167968	http://amigo.geneontology.org/amigo/term/GO:0000737
positive regulation of organ growth	Gene Ontology	GO:0046622	1	11	0.560651918916	0.821703663527	ENSG00000107831	http://amigo.geneontology.org/amigo/term/GO:0046622
diacylglycerol kinase activity	Gene Ontology	GO:0004143	1	11	0.560651918916	0.821703663527	ENSG00000274588	http://amigo.geneontology.org/amigo/term/GO:0004143
embryonic viscerocranium morphogenesis	Gene Ontology	GO:0048703	1	11	0.560651918916	0.821703663527	ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0048703
interleukin-27-mediated signaling pathway	Gene Ontology	GO:0070106	1	11	0.560651918916	0.821703663527	ENSG00000006016	http://amigo.geneontology.org/amigo/term/GO:0070106
amyloid precursor protein metabolic process	Gene Ontology	GO:0042982	1	11	0.560651918916	0.821703663527	ENSG00000167755	http://amigo.geneontology.org/amigo/term/GO:0042982
